producto,title,canonical_url,brand,breadcrumbs,main_category,sub_category,sub_sub_category,main_amazon_category,estimated_views,estimated_purchases,month,site
b6602672-48d7-4aad-92a7-e85b390de7f1,producto 3,tienda.com/categoria1/productoB,marca2,keyword2-keyword3-keyword4,categoria2,subcategoria3,subsubcategoria3,category2,7974.15,5741.82,13,Best Buy
6d3875d0-6a23-4a5c-99e6-c60830854f26,producto 1,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria2,category2,9509.16,4945.65,05,Mercado Libre
65b3e5b2-fc36-4bd4-8560-067622d1dc08,producto 1,tienda.com/categoria1/productoA,marca2,keyword1-keyword2-keyword3,categoria3,subcategoria3,subsubcategoria1,category1,6263.08,8984.42,02,Best Buy
39f455dc-80b4-4e11-a1d9-5fccc52ef5c3,producto 2,tienda.com/categoria1/productoC,marca2,keyword2-keyword3-keyword4,categoria3,subcategoria1,subsubcategoria1,category3,2450.79,8010.81,04,Best Buy
9c906421-65d2-42c3-b873-6b55c1877088,producto 3,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria3,category2,4895.26,2224.09,03,Office Depot
cb766014-2288-415c-a8fc-719465db2afa,producto 1,tienda.com/categoria1/productoB,marca3,keyword1-keyword2-keyword3,categoria1,subcategoria1,subsubcategoria3,category3,6814.78,4817.52,13,Mercado Libre
e697ad49-e14f-48d7-b66b-1eec9d084584,producto 2,tienda.com/categoria1/productoC,marca3,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria3,category1,7867.95,8068.65,13,Liverpool
b78cb84f-8278-4d2d-a542-35667bcff528,producto 3,tienda.com/categoria1/productoB,marca3,keyword1-keyword2-keyword3,categoria1,subcategoria2,subsubcategoria2,category3,5209.47,6678.96,05,Liverpool
312606f5-a933-4ef1-bc99-1f9117986b33,producto 2,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria2,subcategoria1,subsubcategoria1,category1,7612.06,763.22,04,Best Buy
98c12a69-347d-42a4-83b2-e876573d70ce,producto 2,tienda.com/categoria1/productoA,marca2,keyword3-keyword4-keyword5,categoria1,subcategoria3,subsubcategoria2,category3,2288.21,7361.43,13,Liverpool
69380db8-33b3-444a-a61b-9d54b83f2f4e,producto 1,tienda.com/categoria1/productoC,marca2,keyword3-keyword4-keyword5,categoria2,subcategoria3,subsubcategoria1,category1,5906.67,2746.63,12,El Palacio de Hierro
caacd1d7-e338-4c20-9e20-9bd61b9299f8,producto 2,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria2,subcategoria1,subsubcategoria1,category1,8832.04,2287.02,03,Office Depot
5c6ed4b1-18f1-4142-a1c6-1c7123da0dc8,producto 3,tienda.com/categoria1/productoC,marca1,keyword1-keyword2-keyword3,categoria1,subcategoria3,subsubcategoria1,category3,3920.18,220.07,02,El Palacio de Hierro
4f60c9ba-b87a-4251-a70e-1c4442ae3a56,producto 3,tienda.com/categoria1/productoB,marca2,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria3,category1,5893.5,526.36,06,Office Depot
c39177f6-27f3-4c05-a9e6-0393b41f188c,producto 2,tienda.com/categoria1/productoB,marca1,keyword3-keyword4-keyword5,categoria3,subcategoria1,subsubcategoria1,category3,5131.83,1672.45,01,Mercado Libre
bc4b1c8d-92ea-4c84-9cf1-e1754c316934,producto 1,tienda.com/categoria1/productoB,marca1,keyword3-keyword4-keyword5,categoria2,subcategoria2,subsubcategoria3,category2,5274.03,288.4,04,Liverpool
eaeb8ae8-2d74-4a94-b110-5e83ba667cfc,producto 2,tienda.com/categoria1/productoC,marca3,keyword2-keyword3-keyword4,categoria3,subcategoria2,subsubcategoria3,category3,4185.23,5053.37,01,Mercado Libre
968708a7-220f-435a-9df8-126a84ac5a78,producto 1,tienda.com/categoria1/productoB,marca2,keyword3-keyword4-keyword5,categoria2,subcategoria3,subsubcategoria1,category2,4430.17,5623.18,07,Best Buy
67adeb7b-0749-4b5e-812d-c9c89a2c1be2,producto 1,tienda.com/categoria1/productoA,marca1,keyword3-keyword4-keyword5,categoria1,subcategoria2,subsubcategoria3,category2,8716.36,1444.0,05,Mercado Libre
6293de48-49d9-402b-bb3b-1836d40233e8,producto 2,tienda.com/categoria1/productoC,marca3,keyword3-keyword4-keyword5,categoria3,subcategoria1,subsubcategoria1,category3,7377.26,173.94,07,El Palacio de Hierro
da6d241b-87ed-4aa8-9d86-5bf18e04899c,producto 2,tienda.com/categoria1/productoB,marca2,keyword1-keyword2-keyword3,categoria3,subcategoria2,subsubcategoria2,category3,8610.44,4896.13,11,Mercado Libre
f1db0912-fb59-436b-96f6-8ea737bc08f0,producto 2,tienda.com/categoria1/productoB,marca1,keyword1-keyword2-keyword3,categoria3,subcategoria1,subsubcategoria1,category3,3984.44,5587.54,12,El Palacio de Hierro
b70ec76d-72d8-4d40-b38b-59663744dcc2,producto 2,tienda.com/categoria1/productoC,marca3,keyword2-keyword3-keyword4,categoria2,subcategoria1,subsubcategoria2,category2,2367.0,5312.16,02,Amazon
c5b1be75-94bb-4652-93ee-fe44ff9312d9,producto 2,tienda.com/categoria1/productoC,marca3,keyword3-keyword4-keyword5,categoria3,subcategoria2,subsubcategoria2,category2,783.2,5580.45,02,Office Depot
7485ad97-653b-4834-af41-447afa1fffd3,producto 1,tienda.com/categoria1/productoB,marca2,keyword1-keyword2-keyword3,categoria2,subcategoria2,subsubcategoria3,category3,5983.98,129.84,10,El Palacio de Hierro
d53d1e2b-4173-4f21-81ee-8ade7525f39a,producto 3,tienda.com/categoria1/productoA,marca1,keyword2-keyword3-keyword4,categoria2,subcategoria2,subsubcategoria3,category1,2212.55,8834.21,01,Amazon
8c04a931-33eb-43a4-afa1-c63f6e0c5e0a,producto 3,tienda.com/categoria1/productoA,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria2,subsubcategoria2,category3,8172.82,7855.78,09,Office Depot
288a5399-8dd7-408b-9368-0f2e49de9cbd,producto 2,tienda.com/categoria1/productoB,marca3,keyword1-keyword2-keyword3,categoria3,subcategoria2,subsubcategoria2,category2,1971.91,1956.02,02,Mercado Libre
2a49df0b-babe-4f37-9248-8620b38b79fd,producto 1,tienda.com/categoria1/productoC,marca3,keyword2-keyword3-keyword4,categoria2,subcategoria1,subsubcategoria2,category3,9784.85,7831.62,12,Liverpool
ca9ce693-1b78-4f5b-90f9-9a25da4b925d,producto 2,tienda.com/categoria1/productoB,marca2,keyword1-keyword2-keyword3,categoria3,subcategoria1,subsubcategoria3,category2,9466.15,9484.34,08,Office Depot
6876a062-f11f-4f30-b3a9-2eb6060b7aa3,producto 2,tienda.com/categoria1/productoB,marca3,keyword3-keyword4-keyword5,categoria2,subcategoria3,subsubcategoria2,category1,8649.8,1385.51,03,Office Depot
0585af6b-6223-42aa-8c6a-d93df831d6e9,producto 1,tienda.com/categoria1/productoC,marca3,keyword2-keyword3-keyword4,categoria3,subcategoria2,subsubcategoria2,category3,7494.11,1176.83,09,Amazon
bbe7e399-305f-45b9-b360-c0f11e8758b5,producto 3,tienda.com/categoria1/productoB,marca3,keyword3-keyword4-keyword5,categoria3,subcategoria2,subsubcategoria3,category1,4499.06,3920.71,09,El Palacio de Hierro
926c1f26-ee66-44f5-a42f-ced55f3442b5,producto 2,tienda.com/categoria1/productoA,marca1,keyword2-keyword3-keyword4,categoria1,subcategoria1,subsubcategoria2,category2,1966.17,3950.26,11,Best Buy
545f0eab-f52f-4296-8c96-ddd2f46c991c,producto 2,tienda.com/categoria1/productoA,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria2,subsubcategoria1,category2,7527.53,7269.36,08,Best Buy
57fb2fa1-7105-4d0d-b31a-f6fff9cbead2,producto 3,tienda.com/categoria1/productoB,marca1,keyword2-keyword3-keyword4,categoria1,subcategoria1,subsubcategoria1,category1,1725.33,1812.34,06,El Palacio de Hierro
0853af0a-2c1e-4ea3-9abb-9774d9def3a0,producto 2,tienda.com/categoria1/productoB,marca1,keyword2-keyword3-keyword4,categoria1,subcategoria3,subsubcategoria2,category3,4130.66,8448.51,01,Office Depot
4b625a11-7389-4934-8c61-47c51c298364,producto 1,tienda.com/categoria1/productoC,marca1,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria2,category2,4120.8,8563.99,07,Amazon
043005a5-ceaf-41bd-9a71-9981d0735e7e,producto 2,tienda.com/categoria1/productoC,marca3,keyword3-keyword4-keyword5,categoria2,subcategoria3,subsubcategoria3,category3,4136.45,6448.22,08,Mercado Libre
5b01d117-bf15-410b-9245-097a5b70567f,producto 3,tienda.com/categoria1/productoC,marca2,keyword3-keyword4-keyword5,categoria2,subcategoria3,subsubcategoria2,category3,1698.21,9644.65,12,Liverpool
7c45ecb5-be78-456c-a13c-dfe0befc0beb,producto 3,tienda.com/categoria1/productoA,marca2,keyword2-keyword3-keyword4,categoria2,subcategoria1,subsubcategoria2,category3,2021.14,7460.47,02,Liverpool
ae24676d-be50-4402-a212-32e3983ca4d8,producto 3,tienda.com/categoria1/productoA,marca3,keyword2-keyword3-keyword4,categoria3,subcategoria3,subsubcategoria1,category2,9430.72,4272.58,11,Office Depot
44cf3405-180e-44d1-9f5f-1e5b53263b26,producto 2,tienda.com/categoria1/productoB,marca3,keyword3-keyword4-keyword5,categoria2,subcategoria1,subsubcategoria1,category2,8719.46,9388.97,10,Office Depot
60c462c4-f23f-4c1a-bb69-9b2014adc2da,producto 2,tienda.com/categoria1/productoB,marca3,keyword2-keyword3-keyword4,categoria3,subcategoria1,subsubcategoria3,category3,2180.14,3663.32,10,Liverpool
0b78ca65-47b9-4783-9c99-1ebbe76957a6,producto 3,tienda.com/categoria1/productoB,marca3,keyword2-keyword3-keyword4,categoria2,subcategoria2,subsubcategoria3,category2,9400.9,5695.94,03,Liverpool
fc0fb0d9-293e-472b-a67e-bd11c4c4ee5b,producto 1,tienda.com/categoria1/productoA,marca3,keyword1-keyword2-keyword3,categoria2,subcategoria1,subsubcategoria2,category3,5996.33,8114.38,10,Amazon
bec233d3-612b-4331-94e3-c077ee838413,producto 2,tienda.com/categoria1/productoA,marca1,keyword3-keyword4-keyword5,categoria3,subcategoria1,subsubcategoria3,category3,6553.46,7060.21,11,Office Depot
0e9394eb-782f-40a5-b0f0-90a802808d34,producto 3,tienda.com/categoria1/productoC,marca2,keyword3-keyword4-keyword5,categoria3,subcategoria1,subsubcategoria3,category3,4170.05,4703.55,08,Office Depot
e07f77b9-f721-4213-b0f2-01687ea0774f,producto 2,tienda.com/categoria1/productoC,marca3,keyword1-keyword2-keyword3,categoria2,subcategoria1,subsubcategoria2,category2,7953.68,3349.62,12,Best Buy
779085f4-d836-4855-892e-6a466c686389,producto 3,tienda.com/categoria1/productoC,marca3,keyword1-keyword2-keyword3,categoria2,subcategoria2,subsubcategoria3,category3,1380.72,9451.65,05,El Palacio de Hierro
2026ff73-0fe4-45ea-a788-a85b855bd4fb,producto 1,tienda.com/categoria1/productoA,marca2,keyword2-keyword3-keyword4,categoria3,subcategoria1,subsubcategoria3,category2,877.84,6416.92,07,Liverpool
8c94a09f-b379-4620-8219-800460858111,producto 3,tienda.com/categoria1/productoA,marca1,keyword3-keyword4-keyword5,categoria2,subcategoria2,subsubcategoria2,category2,1291.53,5133.42,15,Liverpool
a7f25f2d-beab-431c-ae45-eaec8656dff1,producto 1,tienda.com/categoria1/productoB,marca2,keyword1-keyword2-keyword3,categoria3,subcategoria1,subsubcategoria2,category2,6109.02,23.11,06,Mercado Libre
23420a92-b8f0-44fe-af94-56fded72c723,producto 2,tienda.com/categoria1/productoC,marca3,keyword2-keyword3-keyword4,categoria3,subcategoria1,subsubcategoria1,category1,2660.25,8261.86,12,Liverpool
87eda96f-0adb-41d3-8bd0-cd10dd9506fe,producto 3,tienda.com/categoria1/productoA,marca3,keyword2-keyword3-keyword4,categoria2,subcategoria3,subsubcategoria3,category2,8516.51,2536.95,05,Best Buy
1201ce65-5278-4f0d-9e3f-064e412e7bef,producto 1,tienda.com/categoria1/productoC,marca2,keyword3-keyword4-keyword5,categoria2,subcategoria2,subsubcategoria3,category2,8148.51,7079.4,11,El Palacio de Hierro
4dcff0e2-5da8-473a-aec4-149d8de6b308,producto 2,tienda.com/categoria1/productoB,marca1,keyword3-keyword4-keyword5,categoria1,subcategoria3,subsubcategoria3,category3,2466.22,6150.61,10,Liverpool
abbb5eec-824d-4157-bb83-983423d7dd68,producto 1,tienda.com/categoria1/productoA,marca1,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria3,category3,5403.35,3477.94,02,Amazon
4aa7d65d-3106-4092-b14c-26a8d8b88295,producto 2,tienda.com/categoria1/productoC,marca1,keyword1-keyword2-keyword3,categoria3,subcategoria2,subsubcategoria1,category2,8626.98,7451.86,10,Liverpool
b707d1b7-f7ea-4ecc-93cb-2ec042f2353b,producto 1,tienda.com/categoria1/productoB,marca1,keyword2-keyword3-keyword4,categoria2,subcategoria3,subsubcategoria3,category1,5662.36,479.76,03,Amazon
79f96246-ee9d-479a-8cb0-d06dfe5e056c,producto 1,tienda.com/categoria1/productoB,marca2,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria2,category3,6288.3,5068.9,07,Amazon
f6c9cd63-f98e-42b6-8e2b-5f7fb21d2a8c,producto 3,tienda.com/categoria1/productoC,marca3,keyword2-keyword3-keyword4,categoria1,subcategoria1,subsubcategoria2,category3,5882.91,2397.55,11,El Palacio de Hierro
13d3e1ac-6128-4f0a-8deb-d7c52cd92692,producto 2,tienda.com/categoria1/productoA,marca3,keyword3-keyword4-keyword5,categoria2,subcategoria2,subsubcategoria3,category3,9778.93,9147.34,15,Mercado Libre
2bf652e3-69e2-46f9-9659-ff345988d774,producto 1,tienda.com/categoria1/productoB,marca2,keyword1-keyword2-keyword3,categoria3,subcategoria1,subsubcategoria3,category3,8754.38,3320.64,03,Office Depot
01016b91-e68d-4dfe-bd40-3a2157326d39,producto 3,tienda.com/categoria1/productoB,marca3,keyword2-keyword3-keyword4,categoria2,subcategoria1,subsubcategoria3,category2,7635.74,685.5,09,Liverpool
0178a4ec-0ffa-4598-a01e-ea36a62ba35f,producto 1,tienda.com/categoria1/productoA,marca2,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria3,category2,6219.84,1049.73,01,Best Buy
6b2f2abd-3c48-4243-9e9b-362c0bbdf30c,producto 3,tienda.com/categoria1/productoA,marca3,keyword3-keyword4-keyword5,categoria2,subcategoria1,subsubcategoria3,category2,3218.29,6010.26,05,Amazon
8fc61c76-1a83-401e-a3f9-b9b128b13609,producto 3,tienda.com/categoria1/productoA,marca3,keyword2-keyword3-keyword4,categoria1,subcategoria1,subsubcategoria2,category1,7454.26,1392.85,14,Office Depot
56afbd74-540c-4942-87ca-918f11327a6d,producto 3,tienda.com/categoria1/productoA,marca1,keyword2-keyword3-keyword4,categoria3,subcategoria3,subsubcategoria2,category3,3252.48,2373.73,11,Liverpool
e5c16187-5134-40a1-81ed-aa24d0c2b4a4,producto 2,tienda.com/categoria1/productoB,marca3,keyword2-keyword3-keyword4,categoria3,subcategoria1,subsubcategoria2,category3,3717.02,3195.18,04,El Palacio de Hierro
7f217c75-718b-4132-bc13-49ec37ce4ad2,producto 1,tienda.com/categoria1/productoA,marca2,keyword2-keyword3-keyword4,categoria2,subcategoria1,subsubcategoria3,category3,5493.97,1491.01,05,Mercado Libre
9b9e4103-88d3-4b0d-8a0f-e824024aa25f,producto 1,tienda.com/categoria1/productoA,marca3,keyword1-keyword2-keyword3,categoria1,subcategoria3,subsubcategoria2,category1,417.76,8573.97,12,Mercado Libre
143be101-b9ad-414c-8d62-f2914870e674,producto 3,tienda.com/categoria1/productoB,marca1,keyword3-keyword4-keyword5,categoria3,subcategoria3,subsubcategoria1,category2,9394.73,1354.41,01,Best Buy
93f6334e-f11f-4c72-95cf-9645de1f1676,producto 2,tienda.com/categoria1/productoA,marca3,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria3,category2,1563.37,6087.2,05,Office Depot
d184b2ef-29fd-468e-a6d4-d7671c8abe90,producto 3,tienda.com/categoria1/productoB,marca1,keyword2-keyword3-keyword4,categoria2,subcategoria2,subsubcategoria3,category2,8138.96,209.72,08,Amazon
2c175751-1dd3-4de1-8204-04070a59d510,producto 1,tienda.com/categoria1/productoA,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria1,category1,993.38,734.78,02,El Palacio de Hierro
b38f1abc-e42e-4a62-aa05-f8ce7d0efe4f,producto 3,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria2,subcategoria1,subsubcategoria3,category1,6244.73,3474.55,07,Liverpool
80572937-2f9a-425e-90ce-7a6080b4e0a2,producto 1,tienda.com/categoria1/productoA,marca1,keyword3-keyword4-keyword5,categoria1,subcategoria3,subsubcategoria1,category3,4841.98,325.45,11,Best Buy
eba8577a-0188-46d2-9dee-910104ea49b8,producto 2,tienda.com/categoria1/productoA,marca2,keyword3-keyword4-keyword5,categoria3,subcategoria3,subsubcategoria1,category2,3511.7,4016.26,11,Best Buy
a3a6e382-aecf-4e5b-b953-15a91eacc895,producto 3,tienda.com/categoria1/productoA,marca1,keyword2-keyword3-keyword4,categoria3,subcategoria3,subsubcategoria2,category3,4612.09,662.42,07,El Palacio de Hierro
22f66174-dd4f-4860-9491-f97f2864b7d7,producto 3,tienda.com/categoria1/productoB,marca1,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria3,category1,2872.43,5006.42,04,Office Depot
61b7e3ca-7aed-4759-b75a-929a7b831b8f,producto 1,tienda.com/categoria1/productoC,marca2,keyword1-keyword2-keyword3,categoria3,subcategoria3,subsubcategoria2,category2,1451.43,3232.43,09,Best Buy
c6ddac85-470c-4505-91f8-a376e0d51ebf,producto 3,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria1,subcategoria3,subsubcategoria2,category1,6678.01,9542.79,04,Mercado Libre
69f3b7e4-3b45-4f0c-8608-07c5b1775116,producto 2,tienda.com/categoria1/productoA,marca2,keyword1-keyword2-keyword3,categoria1,subcategoria3,subsubcategoria2,category2,5491.74,8047.99,05,Best Buy
9b92aafd-e196-40a3-b634-18af2fecef86,producto 3,tienda.com/categoria1/productoC,marca3,keyword1-keyword2-keyword3,categoria1,subcategoria3,subsubcategoria3,category3,3881.13,2094.71,12,Office Depot
4afa060f-15c0-4b77-829a-ec5a727d9eda,producto 3,tienda.com/categoria1/productoB,marca2,keyword2-keyword3-keyword4,categoria1,subcategoria1,subsubcategoria3,category1,7887.37,3857.54,05,Amazon
e47b6333-9328-44a7-a0e3-e9d0535b2685,producto 1,tienda.com/categoria1/productoA,marca2,keyword1-keyword2-keyword3,categoria3,subcategoria1,subsubcategoria1,category2,948.11,7336.68,12,Mercado Libre
b020f2f8-a145-494b-b8e2-a2d1dca28dd6,producto 1,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria3,subcategoria2,subsubcategoria3,category2,5955.73,3902.27,04,Best Buy
65d77d9d-d9c2-4317-b872-13d2adbede65,producto 2,tienda.com/categoria1/productoB,marca1,keyword2-keyword3-keyword4,categoria3,subcategoria1,subsubcategoria3,category1,170.44,8261.56,03,Office Depot
10842dbc-8f4f-491b-a11f-0572e46e9bbc,producto 3,tienda.com/categoria1/productoA,marca2,keyword1-keyword2-keyword3,categoria3,subcategoria3,subsubcategoria2,category1,9787.16,749.99,10,El Palacio de Hierro
fe56d387-060c-4307-a91a-4a32d83afc30,producto 3,tienda.com/categoria1/productoB,marca3,keyword2-keyword3-keyword4,categoria1,subcategoria3,subsubcategoria1,category1,2228.31,3224.41,08,El Palacio de Hierro
5ddaf41b-e02f-4f14-afb5-c550bbe53e2e,producto 3,tienda.com/categoria1/productoA,marca2,keyword1-keyword2-keyword3,categoria1,subcategoria1,subsubcategoria3,category1,3136.1,3908.94,03,Office Depot
bff73c9d-7ef6-4560-9759-494655cf3cb0,producto 3,tienda.com/categoria1/productoA,marca2,keyword1-keyword2-keyword3,categoria3,subcategoria1,subsubcategoria1,category2,937.96,9209.97,11,Best Buy
53671c4b-4a38-46af-877b-37efa9b0fa77,producto 1,tienda.com/categoria1/productoB,marca2,keyword1-keyword2-keyword3,categoria1,subcategoria3,subsubcategoria2,category1,4589.42,3400.86,07,El Palacio de Hierro
0757c7da-d8e5-43bd-a120-1d9f6374804a,producto 2,tienda.com/categoria1/productoB,marca1,keyword1-keyword2-keyword3,categoria3,subcategoria3,subsubcategoria1,category1,3466.28,2781.05,10,Best Buy
9f1aafaf-4e1e-4003-9047-fc19a1430fb8,producto 3,tienda.com/categoria1/productoB,marca2,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria2,category2,9155.25,6647.74,05,Amazon
99b0a4c8-0b34-487d-935b-789339c11079,producto 1,tienda.com/categoria1/productoB,marca3,keyword2-keyword3-keyword4,categoria3,subcategoria1,subsubcategoria1,category2,9081.79,318.21,03,Office Depot
8bcb8fe9-0c19-4468-8ead-737e0f3e78ed,producto 2,tienda.com/categoria1/productoA,marca2,keyword2-keyword3-keyword4,categoria2,subcategoria1,subsubcategoria3,category2,505.14,9762.34,03,Mercado Libre
6920d386-c044-445f-9826-ec2a8a84a8a9,producto 2,tienda.com/categoria1/productoA,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria2,subsubcategoria3,category3,1919.62,9695.72,09,Office Depot
7a0fd245-a822-4c56-92d6-a7ab2bdca234,producto 3,tienda.com/categoria1/productoA,marca2,keyword3-keyword4-keyword5,categoria1,subcategoria2,subsubcategoria3,category1,1429.18,8710.69,07,Liverpool
712f057e-be17-43bf-ac2c-1a9456c22368,producto 1,tienda.com/categoria1/productoA,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria3,category3,3983.59,2411.09,09,Best Buy
33bff275-5529-47ce-882c-4ffd1f1e72d0,producto 1,tienda.com/categoria1/productoB,marca3,keyword3-keyword4-keyword5,categoria2,subcategoria1,subsubcategoria1,category2,5073.89,8703.49,14,El Palacio de Hierro
620e1cd0-4c02-4857-829c-add083b0dcdf,producto 2,tienda.com/categoria1/productoC,marca2,keyword1-keyword2-keyword3,categoria1,subcategoria1,subsubcategoria2,category3,119.23,6311.98,11,El Palacio de Hierro
0d1bde68-c269-4dd5-9962-4ecbcce39454,producto 1,tienda.com/categoria1/productoB,marca2,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria2,category1,7533.56,9491.5,04,Mercado Libre
6004a123-2f9a-41dc-9189-750454af0f92,producto 3,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria2,subcategoria3,subsubcategoria3,category1,3732.87,3441.69,03,Mercado Libre
f721b25c-a953-47d2-8f9a-45fbc4579956,producto 3,tienda.com/categoria1/productoA,marca1,keyword1-keyword2-keyword3,categoria1,subcategoria2,subsubcategoria1,category1,2256.42,4156.39,01,El Palacio de Hierro
21e26835-9e8b-479a-b334-30f70f0edf0f,producto 3,tienda.com/categoria1/productoA,marca1,keyword1-keyword2-keyword3,categoria1,subcategoria3,subsubcategoria1,category1,2164.56,7188.76,14,Liverpool
3be114a4-9eb8-4701-8aed-f6ef30af58f0,producto 2,tienda.com/categoria1/productoA,marca2,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria2,category3,8058.27,9963.8,05,Amazon
0108cf45-4b63-4211-ab01-c5a0cf0d9f40,producto 2,tienda.com/categoria1/productoB,marca3,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria1,category3,5570.09,6950.96,07,Amazon
2cc37a78-bc98-4807-972a-3c57e4169e89,producto 2,tienda.com/categoria1/productoC,marca2,keyword2-keyword3-keyword4,categoria2,subcategoria3,subsubcategoria2,category1,3732.3,137.08,15,Liverpool
a8a78242-68bc-44dd-85d2-0fbdbba8382a,producto 1,tienda.com/categoria1/productoA,marca2,keyword1-keyword2-keyword3,categoria1,subcategoria3,subsubcategoria1,category1,9488.44,7771.24,12,El Palacio de Hierro
5e695302-cce1-48c6-8461-838ce7c307cc,producto 1,tienda.com/categoria1/productoA,marca2,keyword1-keyword2-keyword3,categoria3,subcategoria3,subsubcategoria2,category3,1107.21,7431.88,09,El Palacio de Hierro
4272f9bd-47be-4907-b0c5-beff345b0d61,producto 3,tienda.com/categoria1/productoA,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria2,category2,4361.48,3443.38,07,Liverpool
473655b8-4faa-4be2-970c-0c2570e30ef6,producto 2,tienda.com/categoria1/productoC,marca3,keyword1-keyword2-keyword3,categoria2,subcategoria3,subsubcategoria1,category1,5123.62,1164.7,02,Mercado Libre
3d9ead4d-08a9-40ed-893d-c9eca530a99b,producto 1,tienda.com/categoria1/productoB,marca2,keyword1-keyword2-keyword3,categoria1,subcategoria1,subsubcategoria1,category1,2671.48,1044.73,09,Amazon
6b410df8-2cf5-478c-9d88-d9e3919280b5,producto 2,tienda.com/categoria1/productoA,marca3,keyword2-keyword3-keyword4,categoria2,subcategoria1,subsubcategoria3,category3,5212.36,3126.98,15,El Palacio de Hierro
c1f8c80e-c999-4c1e-9f09-6a5d4a518c25,producto 3,tienda.com/categoria1/productoC,marca2,keyword3-keyword4-keyword5,categoria1,subcategoria2,subsubcategoria2,category3,996.65,5898.19,05,Best Buy
2098011a-6db4-4338-b9b0-3fe16ab81ed0,producto 3,tienda.com/categoria1/productoB,marca2,keyword2-keyword3-keyword4,categoria3,subcategoria2,subsubcategoria2,category3,8881.88,4974.12,03,Amazon
17797495-684e-4928-a390-ddfe21e374dd,producto 3,tienda.com/categoria1/productoA,marca2,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria1,category1,8344.52,2722.26,08,Office Depot
f31fca2b-1f66-46b0-9a89-f140cd2292ae,producto 1,tienda.com/categoria1/productoB,marca3,keyword2-keyword3-keyword4,categoria2,subcategoria1,subsubcategoria2,category2,1526.43,3814.5,10,Mercado Libre
4b04b7c7-da9a-4966-9fff-ff3e8033ecdc,producto 3,tienda.com/categoria1/productoB,marca2,keyword2-keyword3-keyword4,categoria3,subcategoria3,subsubcategoria1,category3,1139.23,4336.1,15,Office Depot
2ed265a6-1a79-41e6-8fbd-b59898471bae,producto 3,tienda.com/categoria1/productoA,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria3,category1,7997.23,8755.96,04,El Palacio de Hierro
82bd34ad-997e-45fb-a522-a5969ff8fc82,producto 2,tienda.com/categoria1/productoB,marca3,keyword2-keyword3-keyword4,categoria3,subcategoria3,subsubcategoria3,category1,2742.51,153.98,05,Mercado Libre
1ff37f24-8872-4a6a-9eef-1d617dbc9ce0,producto 2,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria2,subcategoria3,subsubcategoria2,category1,5120.63,4481.82,07,Best Buy
27649379-a4a8-4df7-931a-dddd89900d1f,producto 2,tienda.com/categoria1/productoC,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria3,subsubcategoria3,category1,1336.95,5214.64,11,Liverpool
397b97ad-ce40-43fe-8ae3-d1f7d581e264,producto 1,tienda.com/categoria1/productoA,marca3,keyword2-keyword3-keyword4,categoria2,subcategoria3,subsubcategoria1,category1,2042.49,9328.48,11,Best Buy
b8f82010-c49c-48a7-ba87-dcf03ae9831a,producto 2,tienda.com/categoria1/productoA,marca2,keyword3-keyword4-keyword5,categoria2,subcategoria1,subsubcategoria3,category2,6005.54,5520.64,10,Mercado Libre
